#KIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,RA,DEC,GLon,GLat,kmag,Teff,SC,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,jmag,hmag,kmag,parallax,parallax_error
11649962,Kepler,-1,1,10.5627371,0.0000312,54973.758216999995,-1,-0.001,-1,0.0872,-1,1,-1,284.568,49.7795,79.774,19.332,11.41,6487,True,6756,151,-219,4.274,0.092,-0.138,-0.12,0.25,-0.3,1.368,0.311,-0.181,1.291,0.147,-0.196,10.532,10.337,10.283,1.9924861212843916,0.023550299034539417
11285625,Kepler,-1,1,10.7904443,0.000032200000000000003,54975.33451,0.047294,0.1157,0.089,0.0251,0.0245,0.4996,0.23,285.2162,49.0895,79.2386,18.7015,10.143,6882,True,7216,201,-251,3.768,0.392,-0.098,-0.12,0.25,-0.35,2.804,0.509,-1.187,1.682,0.186,-0.345,9.387,9.246,9.197,1.8822553421794919,0.01900776848542754
6698670,Kepler,-1,1,10.815890199999998,0.000032500000000000004,54962.07569500001,0.203079,0.0491,0.0008,0.0188,0.0194,0.5959,0.1,293.8383,42.1222,75.1794,10.3768,12.96,6002,True,6269,170,-170,4.109,0.228,-0.123,-0.28,0.3,-0.3,1.508,0.319,-0.39,1.065,0.18,-0.135,11.931,11.648,11.606,1.8702162598627052,0.020119141765937588
4245897,Kepler,-1,1,11.2578219,0.0000343,54973.788825,0.16734100000000002,0.7569,0.1718,0.0772,0.0418,0.4998,0.51,286.3909,39.3344,70.1255,14.2779,12.538,6595,True,6915,217,-326,4.012,0.286,-0.154,-0.34,0.3,-0.3,1.875,0.522,-0.638,1.322,0.195,-0.238,11.185,10.732,10.609,0.5466715507714609,0.025175890803480944
7422883,Kepler,6159,1,11.4145336,0.000035100000000000006,54958.945233000006,0.041602999999999994,0.0476,-1,0.0199,-1,1,0.16,283.6073,43.0042,72.8299,17.6085,11.254,6639,True,6826,152,-220,4.187,0.153,-0.187,-0.24,0.25,-0.3,1.52,0.447,-0.298,1.307,0.182,-0.223,10.404,10.248,10.202,1.4081608536105417,0.031033036934810625
7466863,Kepler,677,1,11.9711385,0.000038,54968.164226,0.019039,0.0004,-1,0.0091,-1,1,0.06,297.401,43.0428,77.264,8.5063,13.768,6035,True,6312,176,-220,4.127,0.264,-0.154,-0.34,0.3,-0.3,1.464,0.416,-0.457,1.048,0.169,-0.153,12.684,12.368,12.335,1.0492330428289909,0.017665860116620493
5880320,Kepler,1060,1,12.109639300000001,0.0000385,54973.212603,0.104426,0.0003,-1,0.0249,-1,1,0.2,293.0846,41.1354,74.0253,10.4267,14.348,6400,True,6021,120,-120,4.093,0.195,-0.105,-0.34,0.15,-0.15,1.458,0.226,-0.339,0.96,0.088,-0.08,13.37,13.146,13.11,0.6371631682296484,0.01921706105664389
11086270,Kepler,124,1,12.691047,0.0000409,54970.12639299999,0.034582999999999996,0.0003,-1,0.0142,-1,1,0.1,292.9291,48.6028,80.8226,13.8367,12.935,6076,True,5869,117,-117,4.024,0.21,-0.105,-0.16,0.15,-0.15,1.626,0.254,-0.413,1.019,0.098,-0.098,11.919,11.658,11.623,1.6763799656391485,0.023378671879391685
2307199,Kepler,151,1,13.4471107,0.0000447,55006.176594000004,0.020973,0.0014,-1,0.0094,-1,1,0.07,292.3748,37.631,70.6055,9.317,14,6028,True,6276,169,-206,4.405,0.087,-0.203,-0.32,0.3,-0.3,1.041,0.326,-0.14,1.001,0.158,-0.115,12.891,12.605,12.554,0.9981655880306616,0.04705859922530682
4165960,Kepler,395,1,13.549178099999999,0.000045299999999999997,54970.130554999996,0.017541,0,-1,0.0215,-1,1,0.1,293.5709,39.2526,72.5011,9.2319,13.889,6244,True,6517,71,-84,4.265,0.08,-0.12,-0.1,0.15,-0.15,1.342,0.235,-0.157,1.212,0.092,-0.102,12.93,12.665,12.63,0.7380433193028336,0.017273515996694796
6292925,Kepler,-1,1,13.6123475,0.0000447,54999.63755,-1,0.0002,-1,0.1238,-1,1,-1,294.2413,41.6198,74.8675,9.8786,9.717,8159,True,8386,230,-394,3.735,0.392,-0.168,0.07,0.3,-0.45,3.485,0.915,-1.699,2.406,0.312,-0.779,9.311,9.339,9.28,3.0250797458631733,0.033408182253415
7373255,Kepler,-1,1,13.661106099999998,0.000045299999999999997,54997.97642100001,-1,-0.0007,-1,0.1162,-1,1,-1,294.8559,42.9372,76.2663,10.0897,11.511,6284,True,6526,146,-178,4.182,0.16,-0.131,-0.2,0.25,-0.3,1.482,0.311,-0.311,1.223,0.145,-0.177,10.642,10.422,10.393,1.952260812747141,0.02944983976329269
6631721,Kepler,160,1,13.7382835,0.000046,54967.429813999996,0.024172,0.0007,-1,0.0102,-1,1,0.07,298.1836,42.0131,76.6499,7.4949,13.805,6153,True,6375,171,-209,4.292,0.149,-0.182,-0.44,0.3,-0.3,1.178,0.335,-0.223,0.991,0.156,-0.099,12.719,12.451,12.385,1.2972963099064745,0.015878222383863137
6109688,Kepler,-1,1,14.0867881,0.0000472,54959.199115999996,0.066255,0.1073,0.0065,0.0271,0.014,0.5456,0.18,286.9136,41.4815,72.3239,14.7676,12.271,6845,True,7138,175,-275,4.062,0.198,-0.18,-0.12,0.25,-0.35,1.89,0.578,-0.473,1.5,0.209,-0.232,11.465,11.279,11.233,1.0881429075975226,0.024084682496654464
5398002,Kepler,3213,1,14.153174900000002,0.0000479,55009.79371900001,-1,0.0002,-1,0.113,-1,1,-1,300.015,40.527,76.0702,5.5529,11.98,8527,True,8753,240,-411,3.668,0.496,-0.124,0.07,0.2,-0.6,3.746,1.014,-1.884,2.385,0.334,-0.78,11.359,11.318,11.286,0.49513588425696536,0.024199401944099575
5818706,Kepler,-1,1,14.9599406,0.0000514,55003.064616999996,-1,0.0002,-1,0.0908,-1,1,-1,298.6959,41.0417,75.9989,6.6743,11.493,6123,True,6375,162,-178,4.056,0.252,-0.126,-0.3,0.25,-0.3,1.64,0.346,-0.461,1.116,0.193,-0.145,10.479,10.273,10.183,1.9302390831259923,0.0268189491550099
5021732,Kepler,-1,1,15.039506900000001,0.0000521,54977.135482000005,0.033431999999999996,0.0474,0.0474,0.0142,0.0129,0.5394,0.11,294.7312,40.1505,73.7276,8.8631,13.623,6119,True,6410,162,-194,4.329,0.105,-0.195,-0.2,0.25,-0.3,1.178,0.384,-0.179,1.077,0.177,-0.118,12.555,12.303,12.241,0.8577887773268408,0.015987909200276554
8151107,Kepler,-1,1,18.0013083,0.0000673,55010.277303999996,-1,0.0002,-1,0.0927,-1,1,-1,285.5886,44.0477,74.3956,16.6527,12.553,6524,True,6754,162,-223,4.3,0.101,-0.188,-0.38,0.25,-0.3,1.269,0.391,-0.196,1.176,0.175,-0.158,11.664,11.429,11.435,0.9978028305850063,0.0202677776506009
2010607,Kepler,4929,1,18.632296,0.00007099999999999999,54974.489675,-1,0.0006,-1,0.0603,-1,1,-1,290.5056,37.459,69.7736,10.5638,11.347,6122,True,6235,84,-65,3.801,0.03,-0.02,0.02,0.15,-0.15,2.471,0.171,-0.124,1.407,0.19,-0.111,10.427,10.204,10.155,1.5785922761495108,0.026386132806215327
11494130,Kepler,978,1,18.9554142,0.0000723,54962.683854999996,-1,0.0002,0.0006,0.0275,0.1216,0.0089,-1,284.0268,49.4154,79.2865,19.5423,10.988,6330,True,6362,129,-116,3.761,0.225,-0.075,-0.28,0.15,-0.15,2.534,0.305,-0.712,1.352,0.169,-0.207,10.083,9.85,9.815,2.694179783325635,0.07897281247642464
3850086,Kepler,-1,1,19.1142466,0.0000737,55012.165119000005,-1,0.0001,-1,0.1278,-1,1,-1,291.3975,38.9647,71.4627,10.6032,11.239,6230,True,6461,162,-162,3.983,0.247,-0.133,-0.26,0.3,-0.25,1.853,0.428,-0.57,1.204,0.206,-0.169,10.366,10.158,10.099,1.8034358395606633,0.027787526671741735
9777062,Kepler,-1,1,19.230037799999998,0.0000737,54965.580711,0.043129,0.2589,0.0331,0.0119,0.0164,0.5994,0.08,294.4608,46.5897,79.4386,12.0202,12.241,7466,True,7703,217,-372,3.844,0.267,-0.164,0.36,0.1,-0.35,2.916,0.805,-0.984,2.165,0.257,-0.44,11.552,11.448,11.388,0.843863839674981,0.023503904971985456
3547874,Kepler,-1,1,19.692172199999998,0.0000765,54999.26698200001,-1,-0.0013,-1,0.0485,-1,1,-1,292.2829,38.6657,71.5064,9.8526,10.952,6371,True,6567,146,-194,4.091,0.192,-0.128,-0.02,0.25,-0.3,1.742,0.362,-0.442,1.367,0.161,-0.241,10.049,9.842,9.793,1.552602515356036,0.02837130086442664
8197761,Kepler,6175,1,19.73845,0.0000765,55011.448889,0.147568,0.0049,-1,0.0075,-1,1,0.07,301.0388,44.0711,79.5081,6.7573,10.656,7068,True,7301,230,-307,4.11,0.204,-0.167,-0.38,0.25,-0.3,1.717,0.503,-0.457,1.384,0.212,-0.234,9.941,9.827,9.773,2.4014016555260147,0.025935998656013152
6117415,Kepler,6019,1,19.741625199999998,0.0000765,54969.446489999995,-1,0.0845,-1,0.0056,-1,1,-1,289.8611,41.4082,73.1882,12.7227,10.543,6282,True,6535,147,-180,4.183,0.14,-0.14,0,0.25,-0.3,1.529,0.328,-0.295,1.301,0.142,-0.213,9.663,9.463,9.415,3.0586910012585315,0.023119184448738995
4055765,Kepler,100,1,19.932,0.000078,55004.073161,0.035154000000000005,0.0015,0.0013,0.0109,0.0112,0.5015,0.1,291.1779,39.1995,71.5998,10.8602,12.598,6440,True,6638,120,-133,3.664,0.195,-0.065,-0.16,0.15,-0.1,3.079,0.391,-0.782,1.595,0.176,-0.194,11.613,11.407,11.366,0.7919555538051876,0.03161292555618476
4862625,Kepler,-1,1,20.0002491,0.00007950000000000001,54967.819337,0.032114,0.0126,0.0012,0.0092,0.011,0.3927,0.06,298.2151,39.9551,74.8691,6.4405,13.718,6149,True,6373,151,-189,4.438,0.062,-0.188,-0.24,0.25,-0.3,1.047,0.298,-0.106,1.094,0.143,-0.143,12.714,12.461,12.395,0.4553000325557603,0.09931707753047957
3749404,Kepler,-1,1,20.306385199999998,0.00007950000000000001,54981.166189999996,-1,-0.0023,-1,0.064,-1,1,-1,292.0795,38.8371,71.5886,10.0716,10.575,7144,True,7363,228,-330,3.938,0.234,-0.156,0,0.2,-0.3,2.358,0.576,-0.768,1.757,0.184,-0.342,9.989,9.897,9.841,1.5021620322769411,0.027604294590086502
9474969,Kepler,-1,1,21.5705056,0.0000862,54984.792515999994,0.092816,0.1387,0.127,0.0251,0.0223,0.7567,0.17,295.6289,46.0514,79.3296,11.0562,12.462,6085,True,6322,175,-175,4.003,0.273,-0.117,-0.46,0.35,-0.3,1.692,0.336,-0.505,1.051,0.174,-0.139,11.456,11.236,11.145,0.7980581460391726,0.02275336396696674
4649305,Kepler,143,1,22.6511384,0.000094,54973.33678400001,-1,0.0025,-1,0.0059,-1,1,-1,290.1033,39.7816,71.7641,11.8605,13.682,6742,True,6968,194,-267,4.31,0.058,-0.232,-0.1,0.25,-0.35,1.333,0.513,-0.171,1.333,0.222,-0.182,12.792,12.607,12.578,0.7379580418673097,0.016483553505075032
4144236,Kepler,6109,1,22.9134572,0.000094,54973.645777,0.025487,0.2375,-1,0.0062,-1,1,0.03,287.8333,39.2213,70.4863,13.2117,11.856,6346,True,6621,149,-216,4.294,0.092,-0.138,-0.18,0.25,-0.3,1.297,0.282,-0.188,1.213,0.142,-0.174,10.93,10.702,10.62,0.7751511616384555,0.7034053356172537
8823868,Kepler,81,1,23.8761357,0.00010049999999999999,54988.008633000005,0.088534,0.0058,0.002,0.0205,0.0153,0.4993,0.16,293.7857,45.0185,77.7892,11.7294,11.409,9751,True,9974,275,-413,4.048,0.115,-0.214,0.21,0.05,-0.4,2.533,0.965,-0.414,2.615,0.371,-0.278,11.164,11.141,11.115,0.5989192494219222,0.04109082058297417
7821010,Kepler,-1,1,24.2382426,0.00010290000000000001,54969.61584500001,0.024871,0.4208,0.3455,0.0059,0.0222,0.7637,0.03,291.3199,43.5955,75.6864,12.6856,10.816,6298,True,6457,70,-83,4.259,0.08,-0.12,0,0.15,-0.15,1.365,0.253,-0.156,1.233,0.096,-0.096,9.853,9.658,9.638,2.774190513482291,0.03656133335109214
11974540,Kepler,129,1,24.6691944,0.0001054,54965.863261,0.059178999999999995,0.0076,-1,0.0135,-1,1,0.09,297.0094,50.3723,83.6681,12.2654,13.224,6507,True,5313,328,-712,2.936,0.18,-0.18,0.56,0.05,-0.15,9.327,2.551,-3.826,2.736,0.172,-1.463,12.269,12.042,12.034,1.04666146977585,0.012643504039077559
4950557,Kepler,-1,1,24.714791199999997,0.0001054,54957.777142,0.031492,0.1996,0.0005,0.0069,0.275,0.5579,0.04,298.2144,40.0732,74.9715,6.5005,12.526,6052,True,6300,173,-173,3.982,0.247,-0.114,-0.12,0.3,-0.25,1.862,0.387,-0.58,1.214,0.212,-0.173,11.487,11.247,11.224,1.4793409120435648,0.02965088959001916
4459068,Kepler,6114,1,24.955994600000004,0.0001079,54957.137809,-1,0.0046,-1,0.0043,-1,1,-1,290.0244,39.5634,71.5362,11.8212,11.458,8908,True,8617,325,-758,3.78,0.408,-0.072,-0.22,0.15,-0.2,3.018,0.426,-1.277,2.002,0.319,-0.439,11.108,11.088,11.06,0.8329635544169562,0.03118531429564581
10616656,Kepler,5814,1,25.285262,0.0001079,54968.965447,0.030704000000000002,0.0608,-1,0.0066,-1,1,0.04,297.6945,47.879,81.6488,10.6837,12.138,6248,True,6486,146,-194,4.337,0.104,-0.127,-0.46,0.25,-0.3,1.136,0.232,-0.155,1.021,0.137,-0.103,11.174,10.953,10.889,1.5263168346942126,0.01869088783699392
5771961,Kepler,-1,1,26.0664367,0.00011630000000000001,55009.861435,-1,-0.0005,-1,0.2377,-1,1,-1,284.7599,41.0434,71.2546,16.0905,10.561,6977,True,7264,203,-279,3.948,0.252,-0.147,-0.12,0.25,-0.35,2.255,0.512,-0.768,1.644,0.174,-0.348,9.871,9.741,9.683,1.3796088499994217,0.022001500484140447
4931073,Kepler,-1,1,26.9512358,0.0001193,54956.97124199999,0.052407,0.0836,0.0564,0.0108,0.0095,0.2472,0.08,293.8297,40.0312,73.2937,9.4166,11.957,6453,True,6675,160,-200,3.748,0.285,-0.095,-0.14,0.3,-0.25,2.747,0.489,-0.908,1.54,0.238,-0.291,11.027,10.842,10.805,0.9654027083761482,0.031139360779915838
11769801,Kepler,2633,1,29.7082201,0.00013680000000000002,54984.647171000004,-1,0.0003,-1,0.0851,-1,1,-1,295.1429,49.9931,82.7599,13.1526,11.549,6229,True,6440,162,-162,3.984,0.247,-0.133,-0.14,0.3,-0.25,1.921,0.41,-0.563,1.299,0.193,-0.214,10.555,10.328,10.315,1.4175265208299033,0.021534825547260907
9957668,Kepler,5744,1,30.695334499999998,0.00014509999999999998,54958.024623000005,0.037485000000000004,0.0833,-1,0.0071,-1,1,0.04,294.4783,46.8638,79.6941,12.1337,12.508,6072,True,6335,171,-171,4.171,0.234,-0.126,-0.74,0.35,-0.25,1.286,0.253,-0.31,0.894,0.13,-0.076,11.514,11.246,11.203,1.174061352829121,0.021407722867093516
10092506,Kepler,-1,1,31.041674800000003,0.00014509999999999998,54997.35230700001,-1,0.0005,-1,0.1037,-1,1,-1,297.8457,47.0723,80.982,10.2031,11.21,6526,True,6915,72,-82,3.887,0.202,-0.109,0.04,0.15,-0.15,2.455,0.427,-0.64,1.693,0.151,-0.218,10.246,10.056,10.024,1.3212678274015217,0.02137041474766342
8560861,Kepler,-1,1,31.9732325,0.000154,54966.867732000006,0.08304,0.0712,0.033,0.015,0.0154,0.5234,0.12,292.1394,44.6727,76.9427,12.6224,8.5,7647,True,7854,217,-326,3.669,0.432,-0.108,-0.12,0.2,-0.3,3.462,0.707,-1.65,2.039,0.37,-0.494,7.965,7.926,7.883,2.6664297578037903,0.04099159366074188
11923819,Kepler,-1,1,33.1595125,0.0001591,54959.65199,0.055501,0.2109,0.1078,0.0094,0.0123,0.3353,0.07,296.4643,50.2862,83.424,12.5331,11.562,7724,True,7967,454,-844,4.001,0.162,-0.198,0.36,0.05,-0.2,2.379,0.794,-0.529,2.069,0.349,-0.384,10.926,10.76,10.797,1.0331958561657204,0.018791031979680697
5812701,Kepler,12,1,35.71,0.0001756,54997.460653999995,0.064677,0.0105,0.0071,0.0088,0.0161,0.5002,0.08,297.4537,41.011,75.4989,7.4698,11.353,6419,True,6823,61,-92,4.308,0.024,-0.128,0.07,0.15,-0.15,1.367,0.267,-0.067,1.386,0.093,-0.076,10.461,10.287,10.234,2.4752968619314606,0.027059309440200116
7677005,Kepler,-1,1,38.058139000000004,0.0001952,54975.409399000004,0.052908000000000004,0.2862,0.1707,0.0082,0.0112,0.7943,0.05,289.9158,43.3908,75.0521,13.521,12.178,6683,True,6894,164,-247,4.25,0.092,-0.138,-0.2,0.25,-0.35,1.419,0.33,-0.22,1.317,0.15,-0.187,11.27,11.129,11.084,1.1340375712936854,0.021861957186305857
10909274,Kepler,-1,1,39.2381401,0.00020240000000000001,54981.650885,0.036752,0.4072,0.3209,0.0052,0.0187,0.1674,0.03,285.9762,48.3208,78.6655,17.9623,12.153,6358,True,6599,147,-213,4.35,0.06,-0.14,-0.04,0.25,-0.3,1.234,0.283,-0.141,1.248,0.144,-0.173,11.219,11.043,10.957,1.1641575966121307,0.026239830627425687
4949194,Kepler,-1,1,41.2632016,0.0002188,54997.894523,-1,-0.0006,-1,0.0525,-1,1,-1,297.9279,40.0549,74.8446,6.6808,8.942,8444,True,8691,246,-422,4.072,0.14,-0.171,0.07,0.3,-0.55,2.193,0.706,-0.471,2.069,0.372,-0.454,8.723,8.771,8.787,0.7983277431665212,0.17266953786408426
8553907,Kepler,-1,1,42.0322129,0.00022759999999999998,54957.882820000006,0.046308999999999996,0.3759,0.3432,0.0062,0.0104,0.2067,0.04,289.4792,44.6314,76.082,14.3201,12.694,6425,True,6618,148,-198,4.393,0.063,-0.147,-0.36,0.25,-0.3,1.117,0.25,-0.125,1.128,0.125,-0.139,11.741,11.533,11.52,1.2298378073688125,0.019277735315831258
7598128,Kepler,681,1,44.2581726,0.0002477,54977.236704999996,0.051925,0.0213,-1,0.0065,-1,1,0.04,288.542,43.2554,74.5012,14.3761,13.204,6312,True,6544,162,-179,3.839,0.292,-0.097,-0.22,0.3,-0.25,2.326,0.438,-0.813,1.364,0.233,-0.257,12.195,11.987,11.956,0.6718043056267087,0.01555782828163361
12167361,Kepler,980,1,47.930949600000005,0.000271,55012.095641,0.017866999999999997,0.0021,-1,0.0021,-1,1,0,295.5987,50.7207,83.5615,13.2215,10.376,8017,True,8214,226,-340,4.104,0.145,-0.145,-0.18,0.25,-0.3,1.938,0.454,-0.413,1.737,0.157,-0.269,9.951,9.913,9.887,0.6717380834113083,0.0838509771417689
8506766,Kepler,138,1,48.9374112,0.00028369999999999996,55071.647139,0.044682,0.0064,-1,0.0051,-1,1,0.03,295.9409,44.5784,78.1119,10.17,13.96,6772,True,7066,197,-310,4.094,0.203,-0.166,-0.24,0.25,-0.35,1.761,0.488,-0.488,1.406,0.208,-0.255,12.974,12.766,12.719,0.7552994120699992,0.02030069017244436
